22659,-1768.1161308744552,1212.6631778934652
44928,-1693.1945053271286,1005.9702947504941
67813,-478.52824202908624,404.1765965883493
90959,-703.4765513365383,680.5764461179745
114406,-618.1646701626373,638.3620816172371
138641,-338.765936504245,867.7830627293299
164013,1240.2120001944713,1371.6799060322783
189244,924.8544623882136,1376.8682228266514
213625,414.2935772762257,1361.6909600347003
237945,1194.8937755049283,1654.7804489536607
261208,1211.296332433436,1527.3545448795235
282966,1144.17634380464,1415.681767163889
320107,10874.417581211086,9255.836174417378
351673,5686.15632966885,3982.2588409045734
384719,7587.223743255147,6553.883644302077
426635,14636.7074237012,9729.76051417652
475672,20591.90439305208,11443.612239818618
534678,28695.87880398821,17700.788701156896
711282,123631.93137216926,69175.00663507979
1066613,354400.18558371795,51338.56481203874
1426713,424592.9800272921,25940.20779743877
1786813,485121.7011522039,13900.440745394013
